article_title,article_paragraph
Bilateral engineering works underway at Armenia-Azerbaijan border,"YEREVAN, AUGUST 12, ARMENPRESS. As a result of engineering works carried out bilaterally at the Armenia-Azerbaijan border, the Armenian side has significant achievements – Deputy Defense Minister Gabriel Balayan told reporters.“The policy conducted by the Ministry of Defense is the following – to not allow the adversary to have positional advantage. Due to intensive engineering works we have achievements in all border areas of Armenia,” Balayan said.Edited and translated by Stepan Kocharyan"
"First time in 10 years, Armenian government raises stipends of conscripts","YEREVAN, AUGUST 8, ARMENPRESS. The Armenian Government has increased the monthly stipend of conscripted members of the Armenian Armed Forces.The stipend of servicemen who are on combat duty at military bases in direct contact conditions with the adversary has been increased by 2000 drams, while those serving in the remaining bases by 1000 drams.The monthly stipends of conscripted soldiers varies by rank. For example, a sergeant serving near a combat zone will receive a monthly stipend of 6500 drams, and 5500 in a non-combat zone base. Privates will receive from 4400-5400 drams.“These sums are very symbolic, but we have to rely on the base which we have,” PM Nikol Pashinyan said at the August 8 Cabinet meeting. He expressed hope that soon the government will be able to make the kind of decisions which will be satisfying.This is the first time that stipends for conscripts are being increased since 2009.The estimated additional 228,9 million drams of spending for six months of 2019 will be funded from the budget’s defense ministry allocations.Edited and translated by Stepan Kocharyan"
Authorities look into apparent vandalism of soldiers’ gravestones in Yerevan,"YEREVAN, AUGUST 1, ARMENPRESS. A video posted online shows gravestones of April War soldiers apparently vandalized at the Yerevan Yerablur military cemetery.The video has been posted on Facebook by Razmik Gasparyan, a veteran of the 2016 Four-Day War, aka April War, who personally visited the cemetary and saw the damage.Police told ARMENPRESS they are currently studying the video.In turn, Ministry of Defense spokesperson Artsrun Hovhannisyan said they are also focused on the incident and are working to clarify the circumstances.The video has gone viral and shocked many people, who in turn are demanding the vandals to be held to account.Edited and translated by Stepan Kocharyan"
Armenia to host Warrior of Peace tournaments of 2019 International Army Games,"YEREVAN, AUGUST 1, ARMENPRESS. Armenia will host the Warrior of Peace tournament of the 2019 International Army Games championship August 3-15, the Ministry of Defense said in a news release.Members of the armed forces of Armenia, Belarus, Iran, Greece, Kazakhstan and Russia will participate in the event.The tournaments will be held in Yerevan, Dilijan and Ijevan. Participants will compete in military science, medical support, combat readiness exercises, military athletics, marksmanship, literature-artistic and dance-song, as well as military history.The grand opening of Warrior of Peace will take place on August 3 at the Monte Melkonyan Military College in Dilijan, Armenia.Edited and translated by Stepan Kocharyan"
Armenian military’s Chief of General Staff visits border troops,"YEREVAN, JULY 31, ARMENPRESS. Chief of the General Staff of the Armenian Armed Forces Lt. General Artak Davtyan visited on July 29 the military bases and installations in the country’s north-eastern border.Lt. General Davtyan was briefed on the conditions, the engineering and reinforcement works and the combat readiness and morale levels of the troops. The top military official also lunched with soldiers at one of the military installations and personally tested the food quality, according to a news release issued by the defense ministry.Distinguished servicemen received encouragements and Davtyan wished the troops peaceful and safe service.Davtyan issued assignments to commanders in-charge regarding issues requiring priority solution.Edited and translated by Stepan Kocharyan"
Number of draftees increases in Armenian Armed Forces,"YEREVAN, JULY 29, ARMENPRESS. Number of conscripts increased in the Armenian Armed Forces during the last two drafts, Deputy defense minister Gabriel Balayan told reporters at a briefing.“This year I am satisfied with the number of the draft, the process was quite good. We have quite increase in numbers both in the past and this drafts”, he said.The 2019 summer draft kicked off on July 1.Edited and translated by Aneta Harutyunyan"
Armenian soldier killed by Azerbaijani shooting,"YEREVAN, JULY 29, ARMENPRESS. On July 28 a soldier of the Armenian Armed Forces has been killed in the north-eastern section of Armenia’s border, Defense ministry spokesperson Artsrun Hovhannisyan said on Facebook.“Today solder of the Armenian Armed Forces Arman Bulghadaryan, born in 1995, has been killed by the Azerbaijani shooting in the north-eastern section of the Armenian border. We extend condolences to the soldier’s relatives”, he said.Edited and translated by Aneta Harutyunyan"
Armenian journalists visit frontline and military position organized by defense ministry,"YEREVAN, JULY 27, ARMENPRESS. The north-eastern section of the Armenian-Azerbaijani border is on the highland zone, nearly 3000 meters high which is an advantage against the adversary.The defense ministry of Armenia organized a visit for journalists to the frontline and a military position located in that part.Colonel Seryozha Stepanyan told the reporters that the military position is 2800-3000 meters high and this is an advantage against the adversary. “This position is relatively more secure, because we are on a higher position. The nearest position of the adversary is about 1100 meters away. At the moment the combat situation is calm, although the adversary regularly fires shots, especially during bad weather with low visibility. We think by this they are just warning”, he said, adding that targeted shots also take place, which they report to their commanding staff after which they receive a counter response.Asked what steps the Armenian side will take if the Azerbaijani sides decides to push forward its positions, Stepanyan said they have a special instruction and will take preventive measures during such case.Reported by Lilit DemuryanEdited and translated by Aneta Harutyunyan"
"Conducting engineering works, playing chess: Armenian soldiers do not waste their free time in vain","YEREVAN, JULY 27, ARMENPRESS. Soldiers in one of the military units located in Armenia’s north-eastern section do not waste their free time in vain while on a combat duty.The soldiers conduct engineering works in the frontline to further strengthen the trenches, play checkers and chess, take care of the small dog and keep a bird of peace, doves.Commander of the military position, senior lieutenant Asatryan told Armenpress that despite the fact that their post has an advantage against the adversary, they keep the vigilance and use right their free time.“Our position is nearly 2800 meters high, but we never lose our vigilance, as they [the Azerbaijani side] fire shots from time to time, but also receive a counter response in case of necessity. At the moment the situation is calm in the border”, he said.As for their free time in the post, Asatryan said they carry out engineering works, play chess and checkers.Soldier Zohrab Senekelmyan, who is serving in the Armed Forces for already 6 months, is a beekeeper in profession. “This military position is just above our village, and this factor forced me to become a soldier and defend my homeland”, he said, adding that after the service he will continue to be engaged in beekeeping.Edited and translated by Aneta Harutyunyan"
Developed countries interested in military systems created in Armenia,"YEREVAN, JULY 25, ARMENPRESS. The Science Committee of Armenia financed more than 30 programs in the military sector, Committee Chair Samvel Harutyunyan told a press conference in Armenpress.“I think there will be interesting developments in the military sector in the next one-two years in connection with the success of our specialists. In other words, there will be new types of weapons and etc. The projects funded by us relate to different areas – such as solving physical-technical, chemical and biological issues, innovative technological solutions, etc. We have serious achievements, systems have been created which are interesting not only for our army, but also countries with developed military infrastructures are interested in them. We hope there will be certain types of weapons, certain equipment which were created by us, and maybe the NATO states will buy them from us”, he said.Edited and translated by Aneta Harutyunyan"
Nearly 70 hydration packs to be provided to Artsakh’s special intelligence groups,"YEREVAN, JULY 25, ARMENPRESS. The hydration packs ordered for the special intelligence groups have already been delivered to Armenia, For the Armenian Soldier NGO President Davit Torosyan told Armenpress.“According to the preliminary calculations, we will provide nearly 40 hydration packs to one intelligence group, and nearly 30 to the next group. This time the packs are of two types – the compulsory officers will be provided with packs covered in military camouflage, and those to be provided to the contractual officers have different colors”, he said, adding that they are always guided by the slogan “The Best for our soldiers”.Davit Torosyan informed that this time they didn’t organize a fundraiser, didn’t open bank accounts.“I have made a post on Facebook informing about my idea, and thanks to my friends who reacted to this we managed to collect the necessary money even in a period less than one day. A total of 101.000 drams were collected, as well as there were savings from the program of Hydration Packs to Talish position holders”, he said.This time as well they bought the water packs from China with nearly 40% discount. The cost of the water pack was 6 USD.“We will personally hand over the water packs to the reconnaissance units, but we wait for the permission of the Artsakh Defense Army. We will start the preparation works of the next program after the return”, Davit Torosyan said.Armenian defense ministry spokesman Artsrun Hovhannisyan attached importance to the fact that before implementing the program For the Armenian Soldier NGO observes the needs and its necessity.“In desert parts where the water problem is a little bit high, these packs solve that issue to some extent”, he told Armenpress.Interview by Lilit DemuryanEdited and translated by Aneta Harutyunyan"
Senior officer of Artsakh Defense Army arrested in suspicion of killing serviceman,"YEREVAN, JULY 25, ARMENPRESS. A senior officer of the military position of the Artsakh Defense Army has been arrested in suspicion of killing soldier Volodya Galoyan, the Investigative Committee said.Investigation continues.On July 23, at 22:55, soldier Volodya Galoyan fired a shot from his service AK-74 assault rifle at a senior soldier of the military position. Immediately after firing the shot, soldier Galoyan left the area of the military post, after which his body was found at about 50 meters away from the military position with a gunshot wound and his assault rifle on his side at 04:20, on July 24.Criminal case has been launched over the incident on “causing suicide or attempted suicide through negligence or deliberately by threats, cruel treatment or regular humiliation of personal dignity”.Edited and translated by Aneta Harutyunyan"
Pashinyan wishes productive and victorious path to over 200 new lieutenants of Armenian Army,"YEREVAN, JULY 22, ARMENPRESS. Prime Minister Nikol Pashinyan wished productive and victorious path to the graduates of Armenia’s military-educational institutions, the new officers.On July 22, 244 graduates of various military-educational institutions received the officer title of lieutenants and officer daggers during a solemn ceremony.“Today, there is a scene in front of our eyes which symbolizes the generation change that is taking place in Armenia and the Armenian Armed Forces. Today people, who are at the roots of Artsakh liberation fight, are standing at this square. Today senior group officers, who already have quite an impressive service path and orders symbolizing this path are standing at this square. Today the graduates of military-educational institutions, who are receiving an officer’s title for the first time in their life, are standing at this square. The officer service is perhaps a type of service requiring the highest characteristics of will because it requires a will to fulfill the orders unconditionally and without discussion and ensure the implementation of own orders unconditionally and without discussion. This activity requires great moral, intellectual and psychological power, and your presence in this square today proves that you have made a decision, have enough confidence towards your own strengths”, Pashinyan said.He reminded that the mission of the officer is very responsible and difficult.“Serving as an officer, a commander means to send sometimes their subordinates to such operations where the probability of return is not so big. To be an officer means to unconditionally assume the implementation of such commitments. This means that each order requires unique responsibility from each of you because the orders should be well-thought, justified, in accordance with the situation and should serve the Armenian Armed Forces, the Republic of Armenia and its people”, the PM said.Edited and translated by Aneta Harutyunyan"
Russian SU-30SM multirole fighter aircrafts to be delivered to Armenia by the beginning of 2020,"YEREVAN, JULY 22, ARMENPRESS. The Russian SU-30SM multirole fighter aircrafts will be delivered to Armenia by the beginning of 2020, Defense Minister of Armenia Davit Tonoyan told reporters today in Yerevan.“According to the contract duties, we expect the implementation of obligations of producers at the end of this year or at the beginning of next year”, he said.Commenting on other armament supplies in the Army, the minister, without opening the brackets, said there would be military surprises.Edited and translated by Aneta Harutyunyan"
Shot fired from Azerbaijani side in Nakhchivan section was not targeted – Armenian defense minister,"YEREVAN, JULY 22, ARMENPRESS. The shot fired by the Azerbaijani army in Nakhchivan section on July 17 was not targeted, Armenian Defense Minister Davit Tonoyan told reporters today.“The shot was not targeted. In any case we have taken measures, there is also communication with the neighbor in order to prevent the repetition of such cases”, the minister said.On July 17 at night the Azerbaijani army fired shots at the Armenian positions from Nakhchivan by violating the ceasefire regime. One of the bullets fell on the roof of one of the houses in Yelpin village.Edited and translated by Aneta Harutyunyan"
PM personally tests food quality during visit to military unit,"YEREVAN, JULY 19, ARMENPRESS. Prime Minister Nikol Pashinyan visited a military unit of the defense ministry located in Armavir province on July 19.The PM personally tested the quality of food during a lunch with soldiers.“The defense ministry is currently testing a program of providing food to soldiers with a new procedure by the public-private partnership. We came here to see how the process is going on and will introduce it to you”, the PM said.After tasting the food, the PM said the difference is great.“There is a great difference in the quality. A very high-quality food is provided. Both the types and quality are on a very high level”, Pashinyan said.The PM was accompanied by Defense Minister Davit Tonoyan and Chief of the General Staff of the Armenian Armed Forces Artak Davtyan.Edited and translated by Aneta Harutyunyan"
Armenian Army should be the most intellectual in the region - PM,"YEREVAN, JULY 19, ARMENPRESS. Prime Minister Nikol Pashinyan wants for the Armenian Army to be the most intellectual in the region.“The military service term is in some sense also a study term. One of the key priorities of our government is to use maximally effectively this study period of the soldier so that after completing the service he will have a higher intellectual level than before starting the service. The Armenian Army should be the most intellectual army in the region”, the PM said at the meeting with the officers and cadets of the Armed Forces.The PM said the Armenian Army is the main place where citizens are taught the art and skills how to win.“I am convinced that each of you have a talent of a winner, and the Armenian Army should help you to develop that talent”, the PM said.The meeting was also attended by Defense Minister Davit Tonoyan and Chief of the General Staff of the Armenian Armed Forces Artak Davtyan.Edited and translated by Aneta Harutyunyan"
Syria's Grand Mufti expresses gratitude for humanitarian mission of Armenia,"YEREVAN, JULY 18, ARMENPRESS. The Consulate General of Armenia in Aleppo organized on July 18 the visit of the delegation led by Syria's Grand Mufti Ahmad Badr Al Din Hassoun to the location of the Armenian humanitarian mission in Aleppo.As ARMENPRESS was informed from the press service of the MFA Armenia, during the meeting Syria's Grand Mufti talked about the unique role of the Armenian community in Syria, noting that Armenians were and will always remain the inseparable part of the Syrian society. Ahmad Badr Al Din Hassoun spoke about the contribution of the Armenian community to the culture, science and education of Syria, stressing the fact that the Armenian Genocide survivors not only found safety in Syria, but, as a sign of great gratitude, set to the mission of bringing prosperity to Syria, building bridges of friendship between the two fraternal peoples of Syria and Armenia.Syria's Grand Mufti conveyed the gratitude of the Syrian authorities to the authorities and peoples of Armenia for the activities of the Armenian humanitarian mission, noting that the activities of the mission, including the medical support and de-mining, are greatly appreciated by the Syrian people.Edited and trenslated by Tigran Sirekanyan"
Death cases of soldiers in Armenia’s Armed Forces and Artsakh Defense Army decrease by 2,"YEREVAN, JULY 12, ARMENPRESS. 29 death cases of soldiers were registered in Armenia’s Armed Forces and the Defense Army of Artsakh in the first half of 2019: 8 of them are conscripts, 13 – contractual servicemen, 3 – junior officers and 5 are officers, Advisor to the Prosecutor General of Armenia Gor Abrahamyan said on Facebook.“11 out of 29 death cases are linked with the military service, and the remaining 18 have taken place in circumstances with no connection with the military service. In the same period of 2018, 31 death cases of soldiers were registered in the Armenian Armed Forces and the Defense Army of Artsakh, 19 are linked with the military service, and 12 with no link with the military service. This means that the death cases have decreased by 2, the cases linked with the military service decreased by 8 or 42%, but, unfortunately, the number of cases which have no link with the military service increased by 6 or 50%”, he said.He also presented the death cases linked with the military service based on their causes.The picture is the following compared to the first half of 2018:2 were killed by the adversary (compared to 5 of 2018)3 committed suicide (6 in 2018)0 due to violation of rules of weapons use (1 in 2018)1 died due to disease (2 in 2018)0 from landmine explosion (1)3 were murdered (1)1 killed in a tragic accident (1)1 killed in a military car crash (1)0 due to violation of rules of holding combat service"
Armenian defense minister receives Commander of NATO Special Operations Headquarters,"YEREVAN, JULY 11, ARMENPRESS. Defense minister of Armenia Davit Tonoyan received Vice Admiral Colin Kilrain, Commander of NATO Special Operations Headquarters, who arrived in Armenia on July 9 on a working visit, the defense ministry told Armenpress.During the meeting issues relating to the international and regional security, as well as the cooperation of the Armenian Armed Forces and NATO in training and exchange of experience were discussed.During the visit Vice Admiral Colin Kilrain already met with the top military officials of Armenia.Edited and translated by Aneta Harutyunyan"
Changes expected in Armenian Army’s diet: Pilot project introduced,"YEREVAN, JULY 5, ARMENPRESS. Armenia’s defense ministry organized a visit for the media representatives to a military unit where the delivery of food should be organized by a private company.The pilot project is going to be implemented in 24 military units of Armenia.The author of the initiative is Meditech.“We introduced the project to the Armenian Prime Minister in 2018. He approved it, after which we passed through all stages, such as government’s decision, various research and permissions. On February 21, 2019 the government allowed to implement the pilot project. At the initial stage the delivery of food should be carried out by our company”, Meditech company director Anushavan Khachatryan said.The company should carry out the project in 24 military units, but the project has been implemented in 4 military units as of now. The contract was signed on May 12, but the process launched on June 2. “Discussions and working meetings were held with the specialists and companies of the field, which, I think, will be included in this program. We have signed a contract for a three-year term according to which we should change and improve the food as soon as possible and renovate the cafeterias”, he said. “The defense ministry pays certain money to us for each soldier. But we in our turn will invest over 1.5 billion drams for the implementation of the project”, he added.Commander of the defense ministry’s N military unit, Lieutenant-Colonel Vahe Hakobyan told reporters that the food supply in their unit is being carried out by a private company starting from June 28. “Soldiers are satisfied with the quality of food, changes were made in the menu, there are more types of salads, fruits and vegetables”, he said, adding that the control is the same, in other words, will be carried out by the military unit as it is responsible for the quality of food.Soldier Ruben Safaryan, who is serving just three days, already managed to taste the food supplied by the private companies and says he is very satisfied. “Food is very tasty, nutritious and almost doesn’t differ from the home-made dishes. We eat everything, salads, soups, types of meat”, he said.The journalists also tasted the food provided by the private company.Edited and translated by Aneta Harutyunyan"
"Armenia buys new assault armaments, re-equips Air Force","YEREVAN, JUNE 27, ARMENPRESS. During the Army 2019 International Exhibition in Moscow, the Armenian military has signed agreements on purchasing new assault weaponry, new generation armaments and other means, Minister of Defense Davit Tonoyan told First Channel.He said the Armenian Air Force is currently getting re-equipped and he is having relevant meetings with executives of a number of companies during the exhibition.“These agreements are very important for ensuring the continuity of the development of our military,” Tonoyan said.He said the new weapons will be supplied to Armenia either by yearend 2019 or in the beginning of 2020. Tonoyan said they continue negotiations on buying new armaments.Tonoyan also commented on the Azerbaijani Defense Minister’s recent remarks when the latter underestimated the Armenian Air Force’s capabilities in the Caucasus. “If they were to pay greater attention they would notice that the same multi-functional military aviation is also used in the Himalayas, in higher altitudes,” Davit Tonoyan said.Armenia is participating at the Army 2019 military expo in Moscow, Russia.Around 100 foreign delegations are participating.Edited and translated by Stepan Kocharyan"
Armenia-based NGO donates hydration packs to Artsakh troops,"YEREVAN, JUNE 24, ARMENPRESS. An Armenia-based NGO is donating hydration packs to the Artsakh military, and the second batch of the items has already been sent to servicemen in Talish.For the Armenian Soldier NGO President Davit Torosyan told ARMENPRESS they organized a fundraiser for the first time in August 2018. “At that time we sent [hydration packs] in comparably lower quantities and only for reconnaissance units,” he said.“This time we sent the hydration packs to Talish. We launched the fundraiser from January 28 2019, because it has already become a tradition for us to mark such memorable days by helping the army,” Torosyan said, referring to Army Day, January 28.He said they were able to acquire 450 hydration packs thanks to the active support of the society. They chose Talish because of the village’s dry climate.The hydration packs are covered in military camouflage and have a capacity of 3 liters. Torosyan says they bought the water packs from China.“The cargo arrived in Armenia on May 31st, and our next step was to take it to Artsakh. Thanks to the rapid response of the Artsakh’s military we acquired the required permits and the hydration packs reached the frontline on June 3,” he said.According to him the hydration packs are a more convenient alternative for standard water containers in terms of capacity and temperature preservation.Edited and translated by Stepan Kocharyan"
Armenia’s delegation led by defense minister participates in Army 2019 International Military- Technical Forum in Russia,"YEREVAN, JUNE 25, ARMENPRESS. Armenia’s delegation led by Defense minister Davit Tonoyan has departed for Russia on June 24 to take part in the Army 2019 International Military-Technical Forum in Kubinka town of Moscow Region from June 25 to 30, the Armenian defense ministry told Armenpress.Minister Tonoyan will attend the opening ceremony of the Forum and the exhibition.During the visit the Armenian minister is scheduled to meet with the heads of a number of military-industrial enterprises.The representatives of the Armenian Armed Forces will also visit the exhibition of military equipment and arms.Exhibits of production of Armenian military-industrial complex are presented at the international exhibition platforms.Edited and translated by Aneta Harutyunyan"
Russia-based Armenian brothers return to homeland to serve in Armenia’s Armed Forces,"YEREVAN, JUNE 21, ARMENPRESS. Erik and Roman Asadov brothers, living in Russia, have decided to return to their homeland – Armenia, to serve in the Armenian Armed Forces.Erik told Armenpress that he is serving in the Armed Forces for already a year, and his brother Roman – 6 months.“We have come from Russia to serve in our homeland, Armenia. It’s already more than a year I am serving in the Armenian Armed Forces. We were born here, this is our homeland, and we came to defend our homeland”, Erik Asadov said.Roman’s negative opinion about the Army has changed after being drafted. The soldier calls on all conscripts to serve in the Army without being afraid.“The military service is wonderful. I can state that I liked everything. Before starting the service, I thought it was going to be difficult, but everything is very good, thus there is nothing to worry about. One should serve in the Army to defend his homeland”, Roman Asadov said.The brothers have not decided yet whether they will return to Russia or will stay in Armenia after the service, but they clearly state that their homeland is here where they were born.Edited and translated by Aneta Harutyunyan"
"Artsakh military carries out “huge” engineering, reinforcement at combat positions","YEREVAN, JUNE 21, ARMENPRESS. The Artsakh military has carried out large scale engineering and reinforcement works at its combat positions, Lt. Colonel Pargev Martirosyan, deputy commander of a Defense Army base told reporters during a tour.The works are “increasing the security level and improving the daily conditions of servicemen”, he said.“Recently huge engineering and reinforcement works were carried out at combat positions,” he said, adding that trenches have been built. He said all roads that were previously under enemy surveillance have been closed by building “hole-roads”.Edited and translated by Stepan Kocharyan"
Defense Minister visits border military base,"YEREVAN, JUNE 15, ARMENPRESS. Defense Minister Davit Tonoyan has visited a military base of the Armenian Armed Forces today, spokesperson Artsrun Hovhannisyan said on Facebook, without elaborating the location.“At the combat position D. Tonoyan personally viewed the tactical situation, the adversary units, the engineering work done by our troops etc. At the end of the visit Davit Tonoyan issued relevant orders to the commanders,” Hovhannisyan wrote on Facebook.Edited and translated by Stepan Kocharyan"
Armenian top brass hold consultation,"YEREVAN, JUNE 15, ARMENPRESS. Chief of the General Staff of the Armenian Armed Forces Lt. General Artak Davtyan has chaired a consultation on June 15 with the commanding staff of the military to discuss “a number of issues regarding the combat readiness of the troops, procurement and logistics,” the defense ministry said in a news release.According to the ministry, the Lt. General gave relevant orders to the leadership of the military regarding the solution of existing issues.Edited and translated by Stepan Kocharyan"
Armenia works on increasing types of weapons,"YEREVAN, JUNE 13, ARMENPRESS. Armenia’s government and defense ministry are working on increasing the types of weapons, Defense ministry spokesperson Artsrun Hovhannisyan told reporters, asked whether during their recent meeting in St. Petersburg Armenian Prime Minister Nikol Pashinyan and Russian President Vladimir Putin discussed the issue of purchasing new batch of weapons.“The process of purchasing weapons is quite a complex, state function which is not decided immediately. We have a normal process of purchasing arms, normal deliveries. As the PM earlier said, of course, we want to increase their quantity, have other types of weapons, the talk is about not small tactical weapons. We are working on this path”, he said.He noted that not everything is taking place very quickly. “Sessions, discussions are being held in the defense ministry, the general department and the government, the types, quantity and prices are determined: it’s a complex inter-state process”, he added.Asked whether there are priority weapons for Armenia, the spokesperson said as the country’s military-political leadership has repeatedly stated, these are new generation, multifunctional weapons in accordance with our strategy.Edited and translated by Aneta Harutyunyan"
"Armenia has enough Iskanders, wants other big guns from Russia – PM","YEREVAN, JUNE 7, ARMENPRESS. Armenian Prime Minister Nikol Pashinyan has said he and Russian President Vladimir Putin have discussed arms supplies during their latest meeting.“We are cooperating good in the military-technical field and of course we have certain agreements. And I believe our relations in this sector are developing regularly,” Pashinyan told RIA Novosti in St. Petersburg where he is taking part in 2019 SPIEF.Asked whether or not the meeting with Putin also touched upon a potential additional supply of Iskander ballistic missile systems to Armenia, Pashinyan said Armenia has sufficient amount of these weapons. “We have sufficient Iskanders. But we hope to receive something more. Something not small,” Pashinyan said.Edited and translated by Stepan Kocharyan"
Artsakh soldier killed by Azerbaijani shooting,"YEREVAN, JUNE 1, ARMENPRESS. The defense ministry of the Republic of Artsakh told Armenpress that on June 1, at 07:30, soldier of the Defense Army Sipan Melkonyan, born in 2000, received a fatal gunshot wound by the shot fired from the Azerbaijani side at a military unit located in the south-eastern (Martuni) direction of the Defense Army.Investigation is underway to clarify the details of the incident.The defense ministry of Artsakh shares the grief of the loss and extends condolences to the family, relatives and co-servicemen of the soldier.Edited and translated by Aneta Harutyunyan"
Armenia raises wages in military,"YEREVAN, MAY 30, ARMENPRESS. Armenia is raising the wages of the military, effective from June 1st. Prime Minister Nikol Pashinyan told his Cabinet that all procedures have been ensured by the government.“Decisions are made and the military will receive higher wages, the government did what was needed, the system is installed, misunderstandings and violations will not happen,” the PM said.The Government is raising the salaries in the military by 10%, however the average growth will comprise 18%, taking into account extra bonuses.Edited and translated by Stepan Kocharyan"
Chief of General Staff of Armenian Armed Forces receives ICRC representatives,"YEREVAN, MAY 27, ARMENPRESS. Chief of the General Staff of the Armenian Armed Forces, Lieutenant-General Artak Davtyan on May 24 received the representatives of the delegation of the International Committee of Red Cross (ICRC) in Armenia and ICRC Military Delegate Christophe Deschard, the defense ministry of Armenia told Armenpress.During the meeting a number of issues relating to the results of the joint study on the integration level of the international humanitarian law in the armed forces and the education programs of military-educational facilities, as well as the future cooperation were discussed.Edited and translated by Aneta Harutyunyan"
Armenia’s defense minister receives Indian delegation,"YEREVAN, MAY 24, ARMENPRESS. Armenia’s defense minister Davit Tonoyan on May 24 received the delegation of India accompanied by Indian Ambassador to Armenia Yogeshwar Sangwan on the sidelines of the defense cooperation with India, the Armenian defense ministry told Armenpress.The meeting was also attended by Armenia’s Ambassador to India Armen Martirosyan.The meeting participants summed up the works carried out so far in the military and defense cooperation field and outlined the future partnership directions. The sides agreed to develop the cooperation and implement all agreements reached between the Armenian and Indian defense ministries within the past two years.The meeting also touched upon other issues of mutual interest.Edited and translated by Aneta Harutyunyan"
Armenian defense minister holds meeting with Russian parliamentarians in Yerevan,"YEREVAN, MAY 15, ARMENPRESS. Minister of Defense of Armenia Davit Tonoyan held a meeting on May 15th with a delegation of the Defense and Security Committee of the Federation Council (lower house) of the Russian Parliament. The delegation was led by Deputy Chair of the committee Sergei Arenin.During the meeting “the high level of the Armenian-Russian inter-parliamentary ties was emphasized”, the defense ministry said in a news release.A broad circle of directions of bilateral cooperation was discussed and ideas were exchanged about international and regional security affairs.Edited and translated by Stepan Kocharyan"
Armenian defense ministry’s delegation departs for Belarus,"YEREVAN, MAY 14, ARMENPRESS. Armenia’s delegation led by the chair of the Military Industry Committee of the defense ministry has departed for Belarus on May 14.The delegation will take part in the 9th International Exhibition of Arms Military Machinery MILEX 2019 in Minsk, the defense ministry told Armenpress.Edited and translated by Aneta Harutyunyan"
"Nearly ten days later, critically wounded Artsakh soldier regains consciousness","YEREVAN, MAY 13, ARMENPRESS. A soldier of the Artsakh Defense Army has regained consciousness nearly ten days after being heavily wounded by Azerbaijani gunfire at the Line of Contact.Soldier Aganik Zoroglyan was on-duty around 16:05, May 4, in the south-eastern direction of the Artsakh military when Azerbaijani troops breached the ceasefire. He was transported to Yerevan in a critical condition.Ministry of Defense spokesperson Artsrun Hovhannisyan told ARMENPRESS the soldier has recognized his parents after waking up from the comatose condition.“He is doing very well. He regained consciousness yesterday, he is speaking, he recognized his parents,” he said.Edited and translated by Stepan Kocharyan"
"Armenia, United States discuss defense cooperation","YEREVAN, MAY 6, ARMENPRESS. Minister of Defense of Armenia Davit Tonoyan held a meeting with Deputy Assistant Secretary in the European and Eurasian Bureau at the U.S. Department of State George Kent.Issues related to the Armenian-American bilateral cooperation in the defense sector were discussed, according to a readout by the defense ministry.The Armenian Minister of Defense recapped the process of the ongoing partnership projects, praising the current level of cooperation.George Kent presented the US Government’s approaches regarding international challenges, mentioning the US vision for resolution of developments taking place in different parts of the world.Issues related to regional security were also discussed.Edited and translated by Stepan Kocharyan"
Defense minister visits soldier wounded in Tavush province,"YEREVAN, MAY 4, ARMENPRESS. Defense minister of Armenia Davit Tonoyan visited soldier Argishti Sepkhanyan in the central military hospital who was wounded on April 30 in Tavush province by the Azerbaijani shooting, defense minister’s spokesperson Artsrun Hovhannisyan said on Facebook.“The doctors introduced the soldier’s condition which is gradually becoming more stable. Argishti talked to the minister and answered several questions”, Hovhannisyan said.Soldier Argishti Sepkhanyan, born in 1987, was wounded on April 30 in Tavush province by the Azerbaijani fire. He has been transported to Yerevan and later underwent a surgery.Edited and translated by Aneta Harutyunyan"
"Multiple disarmed landmines, more than 25,000 square meters cleared: Armenian sappers in Syria","YEREVAN, MAY 3, ARMENPRESS. Armenian sappers in Syria have cleared 25,290 square meters of area from February 19th, the day the mission began, until May 2, the Armenian Center For Humanitarian De-Mining and Expertise – the governmental agency that dispatched the experts – said in an update.The group also includes medics who have provided “hundreds” of locals with therapeutic and surgical medical treatment. “Clinical, bio-chemical and laboratory analyses have also been conducted”, it said.During the period of operations the Armenian sappers have found and disarmed 13 anti-personnel landmines (PMN-2 and MON-50), 10 anti-tank mines (TM-62 and SB-80), 3 hand grenades (F1), IEDs and other devices.“Armenian specialists continue the mission”, the agency said.Edited and translated by Stepan Kocharyan"
Artsakh reports increasing Azerbaijani activity along Line of Contact,"YEREVAN, MAY 3, ARMENPRESS. An increase in Azerbaijan’s actions at the Line of Contact is observed in the recent period, the Ministry of Defense of Artsakh told ARMENPRESS. It said the growth of adversary actions are manifested by large scale engineering-reinforcement works, as well as breaches of the ceasefire regime.“It is noteworthy that Azerbaijan is choosing as its regular shooting target not only the frontline positions of the Defense Army but also the mobile rear positions of the on-duty Armenian units. Particularly, very recently the Azerbaijani military has opened sniper fire using SVD rifles at a vehicle transporting bread at a military base in the Defense Army’s eastern (Akna) section, damaging it, and overnight May 2-3 alone it fired nearly 330 rounds from large-caliber sniper weapons, heavy machine guns and assault rifles at combat positions in the north-eastern (Mataghis) section.The Ministry of Defense of Artsakh is drawing the attention of the OSCE Minsk Group Co-Chairing countries on the abovementioned fact, at the same time calling on the Azerbaijani side to refrain from the unpromising strategy of artificially escalating the situation”.Edited and translated by Stepan Kocharyan"
