article_title,article_paragraph
Number of flights from Yerevan to Russia and Georgia greatly increased since July 8,"YEREVAN, JULY 15, ARMENPRESS. Airlines operating in Armenia have increased the number of their flights since July 8.Tatevik Revazyan, chairwoman of the Civil Aviation Committee of Armenia, told a press conference in Armenpress that this is conditioned by Russia’s ban on flights to Georgia.“The number of flights has increased both to Russia and Georgia. We did everything not to create obstacles so that the airlines could operate flights from Armenia starting from July 8. Among the Armenian airlines, Air Armenia will operate 14 weekly flights to Moscow. The Russian airlines increased the flights not only to Moscow, but also St. Petersburg, Yekaterinburg. The Yerevan-Batumi route also opened”, she said.Summing up the one year of her term in office, Revazyan said there is certain misunderstanding within the public regarding the functions of the civil aviation. According to her, the main function of the civil aviation is to ensure the safety of flights, rather than to set or decrease the ticket prices. Tatevik Revazyan said the Civil Aviation regulates to ensure the highest level of flight safety in the field of air transportation. In addition to making all the necessary measures, Revazyan said that a special attention has also been paid to educational issues and concrete steps have been taken on this direction.“We have worked with the aviation academies of Singapore and China, and the specialists of our aviation have an opportunity to study there for free”, she said, adding that there is also a similar agreement with France.Edited and translated by Aneta Harutyunyan"
New power station in Yerevan going to replace Hrazdan TPP,"YEREVAN, JULY 12, ARMENPRESS. The construction of a new power station in Yerevan with the capacity of 250 MW will enable to reduce the electricity tariff by nearly 1-1.5 drams, Chairman of the Public Services Regulatory Commission of Armenia Garegin Baghramyan told reporters during the ceremony of launching the construction of the new station.“The new power station is constructed to replace the Hrazdan Thermal Power Plant because the latter is already old. The station has a resource for 1-2 years”, he said.Baghramyan said the electricity produced by the Hrazdan TPP is expensive, the fuel component only is 31.5 drams which is more by 4 drams. The PSRC Chairman said the new station has higher energy conversion efficiency by 4% which means that it consumes less fuel for producing 1kWh of electricity, and electricity is cheaper.The construction of a new power station with the capacity of 250 MW launched in Yerevan on July 12.The project is implemented by an Italian RENCO S.p.A.Within the frames of the project nearly 250 million USD will be invested. Italian Simest and German Siemens, as well as international financial organizations are involved in the investment program. The construction of the plant will last 26 months. The cost of the electricity of the new station will be lower, 27.4 dram for 1 kW/h.Edited and translated by Aneta Harutyunyan"
Construction of new power station in Yerevan is the greatest investment of Italy’s Renco,"YEREVAN, JULY 12, ARMENPRESS. The construction of a new power station in Yerevan with the capacity of 250 MW is the greatest and strategic project of the Italian Renco S.p.A. in Armenia, Simone Giovannini, Resident Branch Director at Renco S.p.A. for Armenia, told reporters today.“We are proud of our activities in Armenia. This is our greatest investment in Armenia, although we operate here for already 20 years”, he said, adding that the first works over the project launched back in 2016.Simone Giovannini said this is not going to be the last project, they also plan to implement more programs in Armenia in next 30-40 years.Armenian Prime Minister Nikol Pashinyan attended the ceremony of launching the construction of a new power station with the capacity of 250 MW in Yerevan on July 12.The project is implemented by an Italian RENCO S.p.A.Within the frames of the project nearly 250 million USD will be invested. Italian Simest and German Siemens, as well as international financial organizations are involved in the investment program. The construction of the plant will last 26 months. The cost of the electricity of the new station will be lower, 27.4 dram for 1 kW/h.Edited and translated by Aneta Harutyunyan"
Energy problem solved: Pashinyan assures system has shown sufficient flexibility,"YEREVAN, JULY 11, ARMENPRESS. The problems detected in Armenia’s energy system on July 10 have been practically solved as of 20:00, Prime Minister Nikol Pashinyan said during today’s Cabinet meeting.“I know that the minister of territorial administration and infrastructure has set a service investigation to understand the causes of the power outage, but the operation of the whole energy system of the Republic was already completely restored as of 20:00. I want to thank our Iranian and Georgian colleagues who provided support in that situation, and it was possible to avoid further consequences”, he said. “In general we can state that our energy system showed enough flexibility and viability, it’s just necessary to understand the causes”, he added.On July 10, at around 13:00, power fluctuations were recorded across the Republic.Deputy Prime Minister of Armenia Tigran Avinyan informed that an accident has been registered in the energy system. “Yerevan Thermal Power Plant and the 5th energy block of Hrazdan TPP are switched off. Electricity shutdowns are possible across the Republic. Works are being done to solve the problem till 19:00”, he said.Edited and translated by Aneta Harutyunyan"
PM tasks to create concrete roadmap for high economic inclusive growth,"YEREVAN, JULY 11, ARMENPRESS. According to Armenian Prime Minister Nikol Pashinyan, having a concrete roadmap for achieving high economic inclusive growth is one of the main tasks of the government.“Having a concrete roadmap to record high economic inclusive growth is reflected in the programs of both the government and My Step alliance. We see the solution of this issue through the development of reprocessing, technological industry and tourism”, the PM said during today’s Cabinet meeting.He informed that he had discussions on inclusive economic growth during his recent visits in Vietnam and Singapore. “It’s necessary to form a working circle which will include companies operating in reprocessing industry and specifically those companies which get a final product from raw material”, he said.The PM tasked minister of economy Tigran Khachatryan to start the works and actions with the respective companies. “We will have working meetings with the company representatives before August 20 to discuss the government’s expected actions aimed at supporting the reprocessing industry and promoting export”, he said, adding that after the discussions a meeting will be held in the government to sum up the proposals.Edited and translated by Aneta Harutyunyan"
President Sarkissian visits Meghri Free Economic Zone,"MEGHRI, JULY 5, ARMENPRESS. Armenian President Armen Sarkissian is in Syunik province on a two-day working visit, Armenpress correspondent reports from Meghri.Firstly, President Sarkissian visited the Meghri free economic zone, toured the area and got acquainted with the ongoing activities.Director of Meghri Free Economic Zone Ashot Zarbabyan said the Free Economic Zone has been established on December 15, 2017. At the moment they still face some problems, connected with lands and entry-exit regime. “As it is a border zone, entry and exit are certainly restricted, therefore, we face problems”, he said.The President asked whether these issues have not been discussed before 2017, whether they have not been solved before its launch, the staff of the Free Economic Zone stated that the project should have been implemented at two stages. The first stage was its launch and the next stage was to solve the remaining issues. The President was informed that a working group has been formed by the Prime Minister’s instruction which deals with these issues.Thereafter, President Armen Sarkissian will visit a military position and the regional medical center of Meghri.Edited and translated by Aneta Harutyunyan"
Armenian delegation is in Iran to participate in session of intergovernmental commission,"YEREVAN, JULY 1, ARMENPRESS. The Armenian delegation is in Iran to participate in the session of Iran-Armenia intergovernmental commission. ARMENPRESS reports the decision of the Prime Minister of Armenia to send a delegation to Iran (Tehran) from June 30 to July 3 is posted in e-gov.am website.The delegation is led by Deputy PM Mher Grigoryan. Minister of Environment Erik Grigoryan, Minister of Emergency Situations Feliks Tsolakyan, NSS Director Arthur Vanetsyan, Deputy Foreign Minister Shavarsh Kocharyan and others are included in the delegation.Edited and translated by Tigran Sirekanyan"
Georgian businessmen interested in cooperation with Armenian counterparts in all sectors,"DILIJAN, JUNE 28, ARMENPRESS. Georgian businessmen are interested in finding partners in Armenia and are ready to invest in Armenia, Georgia’s Chamber of Commerce and Industry President Nino Chikovani told reporters during the Armenia-Georgia Business Forum in Dilijan.“There is interest for cooperation in all sectors. This opportunity must be maximally utilized today because Georgian businessmen are also interested to cooperate,” she said.Chikovani said Georgian businessmen have come to the forum in order to find business partners for starting businesses in both Armenia and Georgia. She said the Georgian entrepreneurs are ready to make investments in Armenia.She said Armenians and Georgians are traditionally cooperating in trade and investments, and their activities are aimed at the growth of turnover volumes.Chikovani mentioned that there are results in the medicine and trade sectors.The business forum, in her words, will greatly help to get to know each other’s potential, to increase investments and develop cooperation.Edited and translated by Stepan Kocharyan"
Vice PM Tskitishvili encourages joint Armenia-Georgia businesses,"DILIJAN, JUNE 28, ARMENPRESS. The Government of Georgia is interested in both direct foreign investments growth, as well as the creation of opportunities between Georgian and Armenian businessmen for doing joint business and opening joint enterprises, Georgian Deputy PM and Minister of Territorial Development and Infrastructures Maya Tskitishvili said during the Armenia-Georgia Business Forum in Dilijan.“We are interested in the growth of direct foreign investments to our country, and it would also be commendable if opportunities for making joint enterprises and business will be created between Georgian and Armenian businessmen. In this perspective forums in this format are certainly irreplaceable,” she said.According to Tskitishvili the representation of Armenian and Georgian businessmen at the event proves that they see opportunities in each other’s countries.The Georgian Deputy PM said the businessmen will meet tete-a-tete also, which will enable to elevate the economic relations to another level.“We are sure that we have lots to offer in Georgia to Armenian businessmen, and Armenia too has such opportunities. We can offer to Armenia’s businessmen our unique friendly environment and simplicity to do business,” she said.Tskitishvili then briefed the forum on Georgia’s favorable economic and business climate.Edited and translated by Stepan Kocharyan"
PM seeks maximally processed exports as mid/long-term economic strategy,"YEREVAN, JUNE 27, ARMENPRESS. Prime Minister Nikol Pashinyan called on his Cabinet today to build the economy’s logic long-term and mid-term on minimizing or abolishing the exports of raw materials and non-processed products from Armenia.Pashinyan was addressing economic indicator data for May issued by the Statistics Committee.“In strategic terms our economy in the long-term and mid-term perspective must be built with the logic that the exports of raw materials and non-processed products from Armenia must be minimized or abolished. Meaning, in a long-term perspective our economy must be built in a way for not minerals to be exported from our country, but steel products. Moreover, maximally processed, that is – not only ingots, but finished products. Certainly, we are now happy that the strawberry and now the apricot season is beginning and we will have exports volumes, but our long-term strategy must be to reach exports when unprocessed apricots or strawberry aren’t taken out of the country,” he said.Pashinyan emphasized that the government should also contribute to these trends in order for new production cycles to appear in Armenia.Edited and translated by Stepan Kocharyan"
Pashinyan thanks Russian and Georgian partners for works on normal operation of export routes,"YEREVAN, JUNE 27, ARMENPRESS. Armenian Prime Minister Nikol Pashinyan thanked his Russian and Georgian counterparts for the implementation of agreements on the normal operation of export routes.Touching upon Armenia’s economic indicators of May 2018 published by the Statistical Committee, the PM stated. “Our main trade-economic partners remain the Eurasian Economic Union, the Russian Federation and then come the countries of the European Union. And in this context I want to state that the topic of normal operation of export routes has always been on the agenda of discussions of Armenian officials with their Russian and Georgian partners. I have discussed this issue with Russian President Vladimir Putin, and we have reached concrete agreements in this regard with Russian Prime Minister Dmitry Medvedev during the recent visit. We also had numerous discussions on this topic with Prime Minister of Georgia Mamuka Bakhtadze. I want to thank our Russian and Georgian partners for the implementation of our agreements on this matter”.He stated that this factor is very important and means that Armenia’s export routes are operating in a reliable way and should continue in this way.Edited and translated by Aneta Harutyunyan"
"Armenia, Georgia seek to raise economic cooperation to level appropriate to two friendly countries","YEREVAN, JUNE 27, ARMENPRESS. The re-launch of works of the Armenia-Georgia Inter-Governmental Commission on Trade-Economic Cooperation creates a good base for further strengthening and developing the bilateral ties. Both countries also seek to develop the bilateral cooperation in the economic sector, Deputy Prime Minister of Armenia Tigran Avinyan and Georgian Deputy Prime Minister Maya Tskitishvili said at the opening of the 10th session of the Commission in Yerevan on June 27.“The activities of this Commission are another proof of our joint efforts aimed at developing the bilateral multisectoral cooperation between Armenia and Georgia. Our constructive partnership covers key directions of inter-state ties, and obviously, the Inter-Governmental Commission’s activity will serve for deepening this cooperation. We attach great importance to our relations with Georgia and can state that today the political dialogue between Armenia and Georgia is at a very high level. And it is the concrete task of the prime ministers of our two states to reach the bilateral economic cooperation to the level appropriate to the two neighboring and friendly countries”, the Armenian deputy PM said.He said the main purpose of the activities of the Commission is to develop the economic relations and develop new cooperation directions between the two countries, as well as strengthen the bilateral humanitarian ties. He expressed confidence that the activities of the Commission will contribute to opening new prospects in the fields of technologies, tourism, agriculture, culture, education, healthcare and etc. “The Armenian-Georgian bilateral agenda is full of numerous prospective programs in energy and transportation sectors aimed at developing the transit capacities of the two states”, Tigran Avinyan said.In her turn the Georgian deputy PM also expressed confidence that the session of the Commission will enable to raise the relations of the two states to a higher level. “We welcome all opportunities that will be created between our two countries so that the dialogue will be directed for solving concrete issues. The development of our relations in the economic field is very important which enables to further deepen our cooperation. But we see an opportunity for our relations to further deepen in the international arena”, the Georgian deputy PM said.“Armenia-Georgia trade turnover and investments from Armenia to Georgia are growing. Tourism is also developing between the two countries”, Maya Tskitishvili said, expressing hope that the current dynamics will continue growing.The session was attended by high-ranking officials both from Armenia and Georgia.Edited and translated by Aneta Harutyunyan"
"Armenia’s economic system has perceived and absorbed government’s messages on economic revolution, says PM","YEREVAN, JUNE 27, ARMENPRESS. Prime Minister Nikol Pashinyan says Armenia’s economic system has perceived and absorbed the government’s messages on the economic revolution.“Fortunately, we keep quite high economic activity figures.7.3% economic activity index has been registered in May, but I think the content is more important in this figure. I want to state that we had a 15% growth in export in May compared to May 2018, and 0.1% growth in January-May compared to January-May 2018 which means that we have overcome the export-related issues this year. According to the data of the first quarter, there were some concerns regarding export, but now these concerns have been overcome. The analysis show that we will have quite tangible growth in export based on the results of the year”, the PM said at the Cabinet meeting.“If in the previous year the share of processing industry in export comprised 62.8%, this year it is 64.6%, and the export share of mining products decreased, comprising 25%, compared to the 27.6% of the previous year”, he added.The PM stated that these figures show that the economy and the business community have understood the political messages of the government, but it’s more important for these messages to be perceived and absorbed also by the public administration system.“Last year in September during the debates in the Parliament we were stating that a change is taking place in the economy’s structure, that the technological fields should record a greater growth, that the export should become the driving force of our economy. These are just signs, but very important signs that the economy and the business community have perceived the political messages of the government. And two days ago we had a working discussion on the medium-term expenditure programs and based on this discussion results we have recorded that it’s very important for these messages to be perceived also in the public administration system, and this system should also work with the logic the structure of the economic activity index hints us today. In other words, there are very concrete signs that the political message is perceived by the economy, and there are certain signals that, nevertheless, these signals are not completely perceived and absorbed by the public administration system. The talk concerns all spheres of state power, including legislative, executive, judicial, local self-government, and I think this is our most important action of the future”, the PM added.Edited and translated by Aneta Harutyunyan"
Georgian Deputy PM to visit Armenia,"YEREVAN, JUNE 26, ARMENPRESS. Georgian Deputy Prime Minister Maya Tskitishvili will lead a delegation to Armenia, according to e-gov.am.The 10th Session of the Armenia-Georgia Inter-Governmental Commission on Trade-Economic Cooperation and an Armenian-Georgian Business Forum will take place June 27-28 in Armenia.Edited and translated by Stepan Kocharyan"
Armenia’s economic activity index grows 7.3% in May 2019,"YEREVAN, JUNE 25, ARMENPRESS. Armenia’s economic activity index has grown 7.3% in May 2019 compared to May 2018, according to the data of the National Statistical Committee.In particular, in May 2019 compared to May 2018, industrial production volume increased 10.2%, the construction volume – 2%, trade turnover – 4.9% and services volume – 14.8%.Consumer price index increased 2.8%, and the index of industrial production prices – 1.2%.In May 2019 electricity production also increased compared to May 2018. The increase comprised 1%.Average nominal monthly salary increased 6.5% this year in May, comprising 179.623 drams. Moreover, in the public sector the average nominal wage increased 6.9%, and in the private sector – 4.7%.Decline was registered in the external trade turnover volumes, nearly 3.9%. However, the export grew 11.7% and the import declined 10.5%.Edited and translated by Aneta Harutyunyan"
‘We need victory of individual effort: government’s key mission is to encourage people’ – Armenian PM,"DILIJAN, JUNE 22, ARMENPRESS. The Armenian government is ready to support everyone’s individual efforts aimed at contributing to the country’s economic development, Prime Minister Nikol Pashinyan said in his remarks at the My Step For Tavush Province business forum in Dilijan town on June 22.The Forum is attended by more than 300 delegates from a dozen countries.“Why we are holding such forums? What is our main and key goal? Our main goal is to promote and encourage the individual effort by contributing to Armenia’s development. We are confident that the individual effort of the Armenian citizen is the turning point through which Armenia will raise to a new level”, the PM said.He clarified what he means by saying an individual effort. He said by saying an individual effort he means Artak Chibukhchyan who in one day made a decision to come to Armenia from Russia to create a reality in the village of Yenokavan which must change both the village’s life and Armenia’s image. By saying an individual effort the PM means the founders of the Karahunj winehouse who came from the Diaspora and created a new reality in Armenia.“By saying an individual effort I mean the Hayrapetyan Brothers CJSC which manages Lake Parz for many years by creating a new business culture. I mean a businessman from Ijevan Andranik Ghazaryan who reached success in Ukraine, returned to Armenia and soon thanks to him a new proposal will be made in Ijevan’s real estate market in the form of multi-apartment building”, Nikol Pashinyan said.The PM said the government is seeking to create opportunities for the people to reveal and use their talents. Pashinyan noted that for this education, business ecosystem of course are important, but stated that the aforementioned persons achieved their success not so easy, they also overcame certain difficulties.PM Pashinyan informed that according to the data provided by the Central Bank, the amount of reserved dollar has reached 171 million. It increased by 40 million USD in three days. “This means that money is circulated in Armenia, the blood vessels of the economy have opened, therefore we need a victory of an individual effort. The key mission of the government is to encourage the people to believe in their talents and capacities. It was possible to reach impossible political changes in Armenia with word and idea. We believe in the citizens of Armenia and thank those persons who have put a stone on the stone in our country. They are the heroes of our time”, Nikol Pashinyan added.Edited and translated by Aneta Harutyunyan"
Armenia to start producing gold bullions,"YEREVAN, JUNE 19, ARMENPRESS. The Central Bank of Armenia will soon open a gold affinage factory to produce gold bullions, Central Bank President Artur Javadyan revealed in parliament.Opposition MP Sergey Bagratyan from the Prosperous Armenia party asked Javadyan about the cenbank’s gold reserves.“The Central Bank’s gold was sold in 2004, we had 1,6 tons of gold. The selling had a double reason, first the prices grew respectively, as well as a problem existed at that time regarding budget revenues. At that time we weren’t getting almost any interest rates from managing gold. Gold prices are changing greatly in the world. Today, there are more reliable tools than gold. However, we’ve been working for already two years with a reputed Swiss company and we are already finalizing and very soon a gold affinage factory will be opened in Armenia where banking gold bullions will be produced,” Javadyan said.He said gold producers in Armenia will be enabled to submit gold to the factory and receive banking bullions, or simply sell gold to the plant. He said the cenbank will have the opportunity to buy gold from the market with local currency.Javadyan hoped that the project will be launched next year.Edited and translated by Stepan Kocharyan"
Pensions to increase in Armenia in 2020 – deputy minister,"YEREVAN, JUNE 11, ARMENPRESS. Pensions will increase in Armenia in 2020: the state is going to increase both the minimum pension and also to take actions to increase the average pension, Deputy Minister of Labor and Social Affairs Smbat Saiyan told reporters in the Parliament.“We have submitted the respective proposal. Within the frames of the medium-term expenditure program the constant increase of pensions is defined as a priority by the government’s action plan, and it is planned to regularly increase pensions. And in 2020 we will witness a rise in the amount of pensions”, he said.He added that the discussions on the budgetary process will show how much the pensions will rise.The deputy minister informed that increasing the pensions by 10% will require nearly 30 billion drams, moreover, the number of pensioners is also increasing.Edited and translated by Aneta Harutyunyan"
Armenian FM sees need to intensify efforts to solve non-discriminatory pricing issue of energy resources in EAEU,"YEREVAN, JUNE 10, ARMENPRESS. Assuming chairmanship in the Eurasian Economic Union (EAEU) Armenia got a chance not only to affect the formation of the agenda of the structure, but also to promote its priorities. As a priority it is necessary to intensify efforts to solve the sensitive issue of pricing for energy resources on non-discriminatory basis, Armenian Foreign Minister Zohrab Mnatsakanyan said during the parliamentary hearings on Armenia’s EAEU chairmanship year.“By assuming the Union’s chairmanship Armenia received an opportunity not only to affect the formation of the structure’s agenda, but also to promote its priorities being more initiator, contributing to the Union’s development, as well as expanding its opportunities via the structure. The Armenian Prime Minister introduced Armenia’s chairmanship priorities in January 2019, such as the digital agenda, creation of a single energy, oil and gas markets, the development and diversification of transportation infrastructures and etc. Outlining several priorities I would like to state the following: it is necessary to intensify efforts aimed at conducting an agreed upon energy policy and solving the sensitive issue of pricing for energy resources on non-discriminatory basis, as well as their transit transportation via the territories of the member states, also taking into account the transit components”, the Armenian FM said.The minister said in the past years the EAEU has proved that it’s an established structure, positive dynamics has been recorded in main economic indicators, and important decisions have been made at multiple directions of the Eurasian integration. According to him, over the past five years the EAEU is showing a convincing growth of mutual trade despite the difficulties of the first years. The EAEU states have recorded major growth in the economic indicators. Compared to 2017 the internal trade increased 9.2%, that with the third countries – by 18.8%, and the export of goods increased 26.8%.The EAEU member states are Russia, Armenia, Belarus, Kazakhstan and Kyrgyzstan.Edited and translated by Aneta Harutyunyan"
"Armenia’s ties with Iran enabled EEU entry to Middle East, says FM","YEREVAN, JUNE 10, ARMENPRESS. Thanks to Armenia the development of Eurasian Economic Union’s (EEU) foreign economic component gained additional boost, Minister of Foreign Affairs Zohrab Mnatsakanyan said during parliamentary hearings titled “Year of Armenian Presidency at EEU: Challenges and Opportunities”.“Armenia’s political and economic ties with Iran created conditions for the Union to enter the Middle Eastern region, as a result of which the interim agreement aimed at the creation of a Free Trade Zone between the EEU countries and Iran was signed on May 17th, 2018 in Astana,” Mnatsakanyan said.The deal is signed with a three-year term and provisions reduction or abolishing of import customs duties for a broad range of products.The Armenian FM said that the implementation of respective agreements with Iran and China, as well as completion of negotiations with Singapore, Serbia, Egypt, Israel and India, can be an additional boost for the EEU’s integration into the global economy.The EEU-Iran FTZ deal has been ratified by all members of the Union. Iran in turn ratified the agreement on June 10, 2019.Edited and translated by Stepan Kocharyan"
‘Creating Sustainable Development Agenda’: Plenary session of St. Petersburg International Economic Forum kicks off,"ST. PETERSBURG, JUNE 7, ARMENPRESS. The 23rd plenary session of the St. Petersburg International Economic Forum has kicked off today in the Russian Federation, Armenpress correspondent reports.Armenian Prime Minister Nikol Pashinyan is also attending the session and will deliver remarks.The plenary session is held under the title ‘Creating a Sustainable Development Agenda’.Russian President Vladimir Putin will greet the participants and guests at the plenary session. Thereafter, Chinese President Xi Jinping, President of Bulgaria Rumen Radev, Prime Minister of Slovakia Peter Pellegrini and UN Secretary General António Guterres will deliver speeches.Armenian PM Nikol Pashinyan arrived in St. Petersburg on a working visit on June 6-7. He already met with Russian President Vladimir Putin and President of Bulgaria Rumen Radev. Pashinyan also had meetings with the representatives of the Russian-Armenian community, governments of different states and leaders of international organizations. At the end of the visit the Armenian PM will hold a press conference.Edited and translated by Aneta Harutyunyan"
Armenian PM says citizens should be confident that they get maximum efficiency and quality,"YEREVAN, JUNE 5, ARMENPRESS. The government and the political majority of Armenia have put a task before themselves not to lose the balance in all areas, Prime Minister Nikol Pashinyan said at the joint session of the parliamentary standing committees during the discussion of the 2018 state budget performance report.“It was possible to maintain the macroeconomic stability for two main reasons. Firstly, we should praise the fact that there are certain developed institutions in Armenia which played a role during the period of the velvet revolution and showed that regardless of upheavals they can maintain the normal operation of the state system, this is a very good news. The second one is the essence of the velvet revolution which has been criticized for many times. There are many talks according to which “velvet is too much” in the political changes that have taken place, that the revolution should have been much tougher, of course it could and can be, but the feature is that the government cannot put a task to solve only one problem, because it needs to solve many problems”, he said, adding that if the balance of anyone is violated, that will lead to collapse in other areas.In this regard the PM assured that the government and the political majority have put a task not to lose the balance in any field.He highlighted the fact that they are fully committed to the values they have declared during the peaceful democratic revolution. The introduction of the values of this revolution in Armenia has been and still remains a task for the government. Pashinyan said violence-free atmosphere has been created in the country, adding that any manifestation of hatred has no place in Armenia and should not have.“In fact we have not only overfulfilled the goals of the economic growth put by the former government, but also ours. There were many criticisms last year regarding the goals of the economic growth. And we said that time that the goal is conservative, but, of course, are goals are much more. And I am happy to record that based on this balanced policy we have a 7.1% GDP growth rate in the first quarter. This is not the economic activity index, but the summed up GDP rate”, Pashinyan said, stating that 9.2% growth in economic activity index has been registered in April.PM considers this a result of a joint work, government-parliament, also with the opposition partners.He informed that nothing extraordinary have taken place in the digital parts of the budget, there has been a shortcoming in expenditure parts. The expenditures planned for 2018 were impossible to be implemented completely. “This is linked with several problems, including the fight against corruption. Today as well there are major loan projects over which criminal cases have been launched, and we believe the state budget resources, including the loan resources, should be spent maximally effective, and the citizens of Armenia should be confident that they get the maximum efficiency and quality they can expect”, he added.Edited and translated by Aneta Harutyunyan"
Economic development taking place with positive and optimistic dynamics: Pashinyan releases data,"YEREVAN, MAY 30, ARMENPRESS. During today’s Cabinet meeting Prime Minister Nikol Pashinyan touched upon the economic indicators, stating that according to the data of January-April 2019, the economic development in Armenia is taking place with a positive and optimistic dynamics. The PM informed that 9.2% economic activity growth has been registered in April.“If we combine this figure with the data of the first quarter, we have 7.1% GDP growth. Our task, as we have outlined, is to promote this good logic via targeted, right capital expenditures and to be able to record better figures”, he said.The Armenian PM also informed that the volume of industrial production increased by 13.2%, but the growth in the construction sector is less than expected.“I am sure that these figures will improve, why, because the situation in the mortgage market will inevitably lead to this result”, Nikol Pashinyan said.The Prime Minister said the trade turnover increased 9% and the volume of services rose by 16.2%.“Frankly speaking, the happiest one in these figures is the growth of export volumes. A month ago we had a working discussion over the situation with the export, there were some concerns, but I am happy that we have already recorded 9.9% growth in April”, he said, adding that there is a certain positive dynamics in the increase of average monthly nominal salaries.“I think this dynamics will become more positive in the context of the decisions announced”, the PM added.Armenia’s economic activity indexes according to sectorsEdited and translated by Aneta Harutyunyan"
Armenia’s economic activity indexes according to sectors,"YEREVAN, MAY 27, ARMENPRESS. The economic activity index of Armenia grew by 7% in January-April 2019 against the same period of 2018, while only in April the growth amounted to 9.2% against last April, ARMENPRESS was informed from the National Statistical Service of Armenia.Industrial output of the period of January-April 2019 rose by 4.5% against the same period of last year, while only in April it grew by 13.2% against last April.Construction grew by 8% in January-April, and 1.8% only in April.Significant growth was recorded also in domestic trade turnover – 9.8% in January-April and 9% only in April.Service volume has grown by 17 and 16.2% respectively.The consumer price index increased by 1.7% in January-April, and by 2.2% only in April.Industrial producer price index rose by 0.4% in January-April 2019 against the same period of 2018, and by 0.6% in April 2019 against April 2018.The electricity production volume dropped by 9.2% in January-April, but rose by 8.9% in April only.Average monthly nominal salary in Armenia in January-April increased by 6.2% making 177 thousand 171 drams, while the salaries in the public sector rose by 6.7% and 4.8% in the private sector. The average monthly nominal salary rose by 12.2% in public sector and 4.2% in private sector in April 2019 against April 2018.Foreign trade turnover declined by 4.2% in January-April 2019 against the same period of 2018, but it rose by 15.9% in April 2019 against April 2018.The AMD exchange rate against the US dollar was 486.49 in January-April 2019, and 484.29 in April.Edited and translated by Tigran Sirekanyan"
Kazakh companies interested in Armenian market – Ambassador,"YEREVAN, MAY 27, ARMENPRESS. The relations of Armenia and Kazakhstan remain at a high level, Ambassador of Kazakhstan to Armenia Timur Urazayev said during a press conference today, stating that there are no contradictions between the two countries.“As for the trade turnover, I want to state that these three years that I work here show that there is an obvious growth. In particular, in 2017 the trade turnover increased 2.5 million USD which comprises nearly 28%, whereas in 2018 the growth comprised 50-52%”, the Ambassador said.He added that if the mutual interests of the business of the two states are put on coordinated basis, there will be serious results. The Ambassador said the export of Armenian goods to Kazakhstan increases. In the first place is the export of wine and brandy, which comprised 22% in 2016, but according to the latest data it has reached 38%. In the second place are precious jewels by which the Armenian masters have always been distinguished.The Kazakh companies are interested in the Armenian market. According to the Ambassador, in addition to the fact that the Kazakh companies are represented in several areas, currently there is also an interest towards goods processing, sale of oil products and etc.“The fact is that talks are not only underway, but also a good contractual base is being prepared, which approaches its completion”, Timur Urazayev said.He added that Kazakhstan is also interested in Armenia’s experience in the IT industry, and in this regard mentioned the experience of the TUMO Center.“We expect that a similar center will also open in Kazakhstan. We are also interested in other educational programs relating to the information technologies. Currently the Kazakh partners are holding discussions for implementing joint programs”, he stated.Edited and translated by Aneta Harutyunyan"
